SA2011,age_band,religion_brought_up_in,count
N00004198,0-24,Protestant and Other Christian,74
N00004198,0-24,Other religions and none,23
N00004198,25-44,Catholic,2
N00004198,25-44,Protestant and Other Christian,59
N00004198,25-44,Other religions and none,16
N00004198,45+,Catholic,5
N00004198,45+,Protestant and Other Christian,60
N00004198,45+,Other religions and none,2
N00004199,0-24,Catholic,43
N00004199,0-24,Protestant and Other Christian,202
N00004199,0-24,Other religions and none,67
N00004199,25-44,Catholic,31
N00004199,25-44,Protestant and Other Christian,196
N00004199,25-44,Other religions and none,34
N00004199,45+,Catholic,19
N00004199,45+,Protestant and Other Christian,188
N00004199,45+,Other religions and none,18
N00004200,0-24,Catholic,15
N00004200,0-24,Protestant and Other Christian,111
N00004200,0-24,Other religions and none,30
N00004200,25-44,Catholic,12
N00004200,25-44,Protestant and Other Christian,88
N00004200,25-44,Other religions and none,14
N00004200,45+,Catholic,9
N00004200,45+,Protestant and Other Christian,104
N00004200,45+,Other religions and none,12
N00004201,0-24,Catholic,21
N00004201,0-24,Protestant and Other Christian,73
N00004201,0-24,Other religions and none,27
N00004201,25-44,Catholic,14
N00004201,25-44,Protestant and Other Christian,84
N00004201,25-44,Other religions and none,15
N00004201,45+,Catholic,8
N00004201,45+,Protestant and Other Christian,77
N00004201,45+,Other religions and none,8
N00004202,0-24,Catholic,7
N00004202,0-24,Protestant and Other Christian,55
N00004202,0-24,Other religions and none,43
N00004202,25-44,Catholic,13
N00004202,25-44,Protestant and Other Christian,98
N00004202,25-44,Other religions and none,20
N00004202,45+,Catholic,10
N00004202,45+,Protestant and Other Christian,89
N00004202,45+,Other religions and none,7
N00004203,0-24,Catholic,7
N00004203,0-24,Protestant and Other Christian,80
N00004203,0-24,Other religions and none,25
N00004203,25-44,Catholic,8
N00004203,25-44,Protestant and Other Christian,97
N00004203,25-44,Other religions and none,16
N00004203,45+,Catholic,9
N00004203,45+,Protestant and Other Christian,124
N00004203,45+,Other religions and none,7
N00004204,0-24,Catholic,5
N00004204,0-24,Protestant and Other Christian,77
N00004204,0-24,Other religions and none,25
N00004204,25-44,Catholic,10
N00004204,25-44,Protestant and Other Christian,61
N00004204,25-44,Other religions and none,12
N00004204,45+,Catholic,17
N00004204,45+,Protestant and Other Christian,107
N00004204,45+,Other religions and none,0
N00004205,0-24,Catholic,9
N00004205,0-24,Protestant and Other Christian,71
N00004205,0-24,Other religions and none,29
N00004205,25-44,Catholic,5
N00004205,25-44,Protestant and Other Christian,71
N00004205,25-44,Other religions and none,5
N00004205,45+,Catholic,6
N00004205,45+,Protestant and Other Christian,78
N00004205,45+,Other religions and none,11
N00004206,0-24,Catholic,2
N00004206,0-24,Protestant and Other Christian,86
N00004206,0-24,Other religions and none,29
N00004206,25-44,Catholic,3
N00004206,25-44,Protestant and Other Christian,69
N00004206,25-44,Other religions and none,12
N00004206,45+,Catholic,2
N00004206,45+,Protestant and Other Christian,77
N00004206,45+,Other religions and none,3
N00004207,0-24,Catholic,4
N00004207,0-24,Protestant and Other Christian,77
N00004207,0-24,Other religions and none,21
N00004207,25-44,Catholic,3
N00004207,25-44,Protestant and Other Christian,63
N00004207,25-44,Other religions and none,10
N00004207,45+,Catholic,14
N00004207,45+,Protestant and Other Christian,131
N00004207,45+,Other religions and none,8
N00004208,0-24,Catholic,9
N00004208,0-24,Protestant and Other Christian,142
N00004208,0-24,Other religions and none,37
N00004208,25-44,Catholic,14
N00004208,25-44,Protestant and Other Christian,153
N00004208,25-44,Other religions and none,30
N00004208,45+,Catholic,2
N00004208,45+,Protestant and Other Christian,91
N00004208,45+,Other religions and none,6
N00004209,0-24,Catholic,18
N00004209,0-24,Protestant and Other Christian,153
N00004209,0-24,Other religions and none,31
N00004209,25-44,Catholic,14
N00004209,25-44,Protestant and Other Christian,178
N00004209,25-44,Other religions and none,19
N00004209,45+,Catholic,12
N00004209,45+,Protestant and Other Christian,205
N00004209,45+,Other religions and none,18
N00004210,0-24,Catholic,3
N00004210,0-24,Protestant and Other Christian,67
N00004210,0-24,Other religions and none,12
N00004210,25-44,Catholic,6
N00004210,25-44,Protestant and Other Christian,75
N00004210,25-44,Other religions and none,10
N00004210,45+,Catholic,6
N00004210,45+,Protestant and Other Christian,123
N00004210,45+,Other religions and none,10
N00004211,0-24,Catholic,17
N00004211,0-24,Protestant and Other Christian,140
N00004211,0-24,Other religions and none,50
N00004211,25-44,Catholic,41
N00004211,25-44,Protestant and Other Christian,236
N00004211,25-44,Other religions and none,41
N00004211,45+,Catholic,8
N00004211,45+,Protestant and Other Christian,128
N00004211,45+,Other religions and none,13
N00004212,0-24,Catholic,64
N00004212,0-24,Protestant and Other Christian,480
N00004212,0-24,Other religions and none,164
N00004212,25-44,Catholic,93
N00004212,25-44,Protestant and Other Christian,625
N00004212,25-44,Other religions and none,107
N00004212,45+,Catholic,28
N00004212,45+,Protestant and Other Christian,350
N00004212,45+,Other religions and none,37
N00004213,0-24,Catholic,19
N00004213,0-24,Protestant and Other Christian,63
N00004213,0-24,Other religions and none,28
N00004213,25-44,Catholic,9
N00004213,25-44,Protestant and Other Christian,68
N00004213,25-44,Other religions and none,15
N00004213,45+,Catholic,6
N00004213,45+,Protestant and Other Christian,105
N00004213,45+,Other religions and none,8
N00004214,0-24,Catholic,13
N00004214,0-24,Protestant and Other Christian,54
N00004214,0-24,Other religions and none,40
N00004214,25-44,Catholic,9
N00004214,25-44,Protestant and Other Christian,48
N00004214,25-44,Other religions and none,20
N00004214,45+,Catholic,9
N00004214,45+,Protestant and Other Christian,71
N00004214,45+,Other religions and none,16
N00004215,0-24,Catholic,3
N00004215,0-24,Protestant and Other Christian,73
N00004215,0-24,Other religions and none,50
N00004215,25-44,Catholic,11
N00004215,25-44,Protestant and Other Christian,87
N00004215,25-44,Other religions and none,23
N00004215,45+,Catholic,1
N00004215,45+,Protestant and Other Christian,66
N00004215,45+,Other religions and none,10
N00004216,0-24,Catholic,9
N00004216,0-24,Protestant and Other Christian,76
N00004216,0-24,Other religions and none,44
N00004216,25-44,Catholic,17
N00004216,25-44,Protestant and Other Christian,110
N00004216,25-44,Other religions and none,29
N00004216,45+,Catholic,11
N00004216,45+,Protestant and Other Christian,119
N00004216,45+,Other religions and none,5
N00004217,0-24,Catholic,7
N00004217,0-24,Protestant and Other Christian,51
N00004217,0-24,Other religions and none,18
N00004217,25-44,Catholic,7
N00004217,25-44,Protestant and Other Christian,50
N00004217,25-44,Other religions and none,17
N00004217,45+,Catholic,7
N00004217,45+,Protestant and Other Christian,88
N00004217,45+,Other religions and none,2
N00004218,0-24,Catholic,3
N00004218,0-24,Protestant and Other Christian,61
N00004218,0-24,Other religions and none,35
N00004218,25-44,Catholic,13
N00004218,25-44,Protestant and Other Christian,65
N00004218,25-44,Other religions and none,18
N00004218,45+,Catholic,3
N00004218,45+,Protestant and Other Christian,69
N00004218,45+,Other religions and none,7
N00004219,0-24,Catholic,12
N00004219,0-24,Protestant and Other Christian,45
N00004219,0-24,Other religions and none,37
N00004219,25-44,Catholic,12
N00004219,25-44,Protestant and Other Christian,28
N00004219,25-44,Other religions and none,6
N00004219,45+,Catholic,24
N00004219,45+,Protestant and Other Christian,143
N00004219,45+,Other religions and none,11
N00004220,0-24,Catholic,23
N00004220,0-24,Protestant and Other Christian,40
N00004220,0-24,Other religions and none,9
N00004220,25-44,Catholic,13
N00004220,25-44,Protestant and Other Christian,30
N00004220,25-44,Other religions and none,10
N00004220,45+,Catholic,14
N00004220,45+,Protestant and Other Christian,148
N00004220,45+,Other religions and none,11
N00004221,0-24,Catholic,8
N00004221,0-24,Protestant and Other Christian,59
N00004221,0-24,Other religions and none,18
N00004221,25-44,Catholic,10
N00004221,25-44,Protestant and Other Christian,24
N00004221,25-44,Other religions and none,4
N00004221,45+,Catholic,20
N00004221,45+,Protestant and Other Christian,169
N00004221,45+,Other religions and none,13
N00004222,0-24,Catholic,17
N00004222,0-24,Protestant and Other Christian,50
N00004222,0-24,Other religions and none,16
N00004222,25-44,Catholic,9
N00004222,25-44,Protestant and Other Christian,45
N00004222,25-44,Other religions and none,3
N00004222,45+,Catholic,25
N00004222,45+,Protestant and Other Christian,154
N00004222,45+,Other religions and none,16
N00004223,0-24,Catholic,8
N00004223,0-24,Protestant and Other Christian,45
N00004223,0-24,Other religions and none,20
N00004223,25-44,Catholic,4
N00004223,25-44,Protestant and Other Christian,48
N00004223,25-44,Other religions and none,8
N00004223,45+,Catholic,11
N00004223,45+,Protestant and Other Christian,112
N00004223,45+,Other religions and none,5
N00004224,0-24,Catholic,5
N00004224,0-24,Protestant and Other Christian,52
N00004224,0-24,Other religions and none,23
N00004224,25-44,Catholic,12
N00004224,25-44,Protestant and Other Christian,33
N00004224,25-44,Other religions and none,6
N00004224,45+,Catholic,14
N00004224,45+,Protestant and Other Christian,150
N00004224,45+,Other religions and none,7
N00004225,0-24,Catholic,10
N00004225,0-24,Protestant and Other Christian,44
N00004225,0-24,Other religions and none,10
N00004225,25-44,Catholic,10
N00004225,25-44,Protestant and Other Christian,21
N00004225,25-44,Other religions and none,5
N00004225,45+,Catholic,24
N00004225,45+,Protestant and Other Christian,142
N00004225,45+,Other religions and none,4
N00004226,0-24,Catholic,25
N00004226,0-24,Protestant and Other Christian,69
N00004226,0-24,Other religions and none,28
N00004226,25-44,Catholic,25
N00004226,25-44,Protestant and Other Christian,76
N00004226,25-44,Other religions and none,15
N00004226,45+,Catholic,33
N00004226,45+,Protestant and Other Christian,139
N00004226,45+,Other religions and none,21
N00004227,0-24,Catholic,5
N00004227,0-24,Protestant and Other Christian,38
N00004227,0-24,Other religions and none,9
N00004227,25-44,Catholic,12
N00004227,25-44,Protestant and Other Christian,40
N00004227,25-44,Other religions and none,5
N00004227,45+,Catholic,11
N00004227,45+,Protestant and Other Christian,137
N00004227,45+,Other religions and none,8
N00004228,0-24,Catholic,18
N00004228,0-24,Protestant and Other Christian,113
N00004228,0-24,Other religions and none,61
N00004228,25-44,Catholic,31
N00004228,25-44,Protestant and Other Christian,114
N00004228,25-44,Other religions and none,32
N00004228,45+,Catholic,52
N00004228,45+,Protestant and Other Christian,283
N00004228,45+,Other religions and none,28
N00004229,0-24,Catholic,7
N00004229,0-24,Protestant and Other Christian,54
N00004229,0-24,Other religions and none,25
N00004229,25-44,Catholic,16
N00004229,25-44,Protestant and Other Christian,57
N00004229,25-44,Other religions and none,9
N00004229,45+,Catholic,16
N00004229,45+,Protestant and Other Christian,136
N00004229,45+,Other religions and none,6
N00004230,0-24,Catholic,9
N00004230,0-24,Protestant and Other Christian,36
N00004230,0-24,Other religions and none,15
N00004230,25-44,Catholic,9
N00004230,25-44,Protestant and Other Christian,26
N00004230,25-44,Other religions and none,8
N00004230,45+,Catholic,15
N00004230,45+,Protestant and Other Christian,160
N00004230,45+,Other religions and none,8
N00004231,0-24,Catholic,13
N00004231,0-24,Protestant and Other Christian,47
N00004231,0-24,Other religions and none,14
N00004231,25-44,Catholic,6
N00004231,25-44,Protestant and Other Christian,33
N00004231,25-44,Other religions and none,8
N00004231,45+,Catholic,15
N00004231,45+,Protestant and Other Christian,161
N00004231,45+,Other religions and none,9
N00004232,0-24,Catholic,11
N00004232,0-24,Protestant and Other Christian,17
N00004232,0-24,Other religions and none,8
N00004232,25-44,Catholic,7
N00004232,25-44,Protestant and Other Christian,20
N00004232,25-44,Other religions and none,8
N00004232,45+,Catholic,13
N00004232,45+,Protestant and Other Christian,157
N00004232,45+,Other religions and none,5
N00004233,0-24,Catholic,7
N00004233,0-24,Protestant and Other Christian,42
N00004233,0-24,Other religions and none,15
N00004233,25-44,Catholic,9
N00004233,25-44,Protestant and Other Christian,42
N00004233,25-44,Other religions and none,13
N00004233,45+,Catholic,13
N00004233,45+,Protestant and Other Christian,200
N00004233,45+,Other religions and none,6
N00004234,0-24,Catholic,9
N00004234,0-24,Protestant and Other Christian,34
N00004234,0-24,Other religions and none,10
N00004234,25-44,Catholic,4
N00004234,25-44,Protestant and Other Christian,28
N00004234,25-44,Other religions and none,5
N00004234,45+,Catholic,10
N00004234,45+,Protestant and Other Christian,154
N00004234,45+,Other religions and none,8
N00004235,0-24,Catholic,14
N00004235,0-24,Protestant and Other Christian,42
N00004235,0-24,Other religions and none,14
N00004235,25-44,Catholic,12
N00004235,25-44,Protestant and Other Christian,34
N00004235,25-44,Other religions and none,2
N00004235,45+,Catholic,22
N00004235,45+,Protestant and Other Christian,143
N00004235,45+,Other religions and none,11
N00004236,0-24,Catholic,18
N00004236,0-24,Protestant and Other Christian,63
N00004236,0-24,Other religions and none,21
N00004236,25-44,Catholic,7
N00004236,25-44,Protestant and Other Christian,35
N00004236,25-44,Other religions and none,10
N00004236,45+,Catholic,25
N00004236,45+,Protestant and Other Christian,113
